link_producto,producto,asin,precio,precio_original,vendidos_mes_pasado,calificación,num_de_calificaciones,imagen,vendidos_numerico
https://www.amazon.com/-/es/Playground-AI-Powered-Transforms-No-espec%C3%ADfico-m%C3%A1quina/dp/B0D2JGYX3F/ref=sr_1_1?dib=eyJ2IjoiMSJ9.RZuQbeS7NjWmhU-mBiPfeDY_KMonIxiaElsUPJNyiL7dJ71z5NxuvaK8ctbhpzqmbfO1achxWh8RZB0yEbFV1ebHFYbPNvo6x3C3Hp15sGBcD6qoVXcWGwDSSSDHd6kfQ1jXh_Ilw5rzn4A7487s-akl8LnsNsFDocfh3nEc-UTNQaxxhEts8C9WlgDXB0nSj0wdZmgTgGoKu_L_XkhJ9HbVDh4ubKNodm-Wczgcfig.iSV61DAq-xQOHHd79Gc5tZb91u_QZg3xpQq4o9_Z-Dw&dib_tag=se&keywords=Videojuegos&qid=1725890102&sr=8-1,"Nex Playground Game System, Indoor Family Game Night, Fun Games & Physical Play, Unique AI-Powered Motion Tracking Video Game Console, Transforms Living Room into a Family or Party Games Space",B0D2JGYX3F,199.99,Sin información,3 K+ comprados el mes pasado,4.6,276,https://m.media-amazon.com/images/I/41ycIdD+VTL._AC_UY218_.jpg,3000.0
https://www.amazon.com/-/es/Nintendo-SwitchTM-Neon-Blue-Joy%E2%80%91ConTM-Switch/dp/B0BFJWCYTL/ref=sr_1_2?dib=eyJ2IjoiMSJ9.RZuQbeS7NjWmhU-mBiPfeDY_KMonIxiaElsUPJNyiL7dJ71z5NxuvaK8ctbhpzqmbfO1achxWh8RZB0yEbFV1ebHFYbPNvo6x3C3Hp15sGBcD6qoVXcWGwDSSSDHd6kfQ1jXh_Ilw5rzn4A7487s-akl8LnsNsFDocfh3nEc-UTNQaxxhEts8C9WlgDXB0nSj0wdZmgTgGoKu_L_XkhJ9HbVDh4ubKNodm-Wczgcfig.iSV61DAq-xQOHHd79Gc5tZb91u_QZg3xpQq4o9_Z-Dw&dib_tag=se&keywords=Videojuegos&qid=1725890102&sr=8-2,Nintendo Switch™ with Neon Blue and Neon Red Joy‑Con™,B0BFJWCYTL,263.99,Sin información,|,4.8,7738,https://m.media-amazon.com/images/I/71wpE+ZIehL._AC_UY218_.jpg,
https://www.amazon.com/-/es/DOLSAO-Juegos-Consola-videojuegos-Videojuegos/dp/B0D66YRBSB/ref=sr_1_3?dib=eyJ2IjoiMSJ9.RZuQbeS7NjWmhU-mBiPfeDY_KMonIxiaElsUPJNyiL7dJ71z5NxuvaK8ctbhpzqmbfO1achxWh8RZB0yEbFV1ebHFYbPNvo6x3C3Hp15sGBcD6qoVXcWGwDSSSDHd6kfQ1jXh_Ilw5rzn4A7487s-akl8LnsNsFDocfh3nEc-UTNQaxxhEts8C9WlgDXB0nSj0wdZmgTgGoKu_L_XkhJ9HbVDh4ubKNodm-Wczgcfig.iSV61DAq-xQOHHd79Gc5tZb91u_QZg3xpQq4o9_Z-Dw&dib_tag=se&keywords=Videojuegos&qid=1725890102&sr=8-3,2024 Más nuevo 20000+ Juegos Retro Consola de videojuegos Videojuegos: HDMI Game Stick 4K Mini NES Classic Edition System Emulador De Videojuegos 2.4G inalámbrico Plug and Play para TV,B0D66YRBSB,39.99,Sin información,600+ comprados el mes pasado,3.3,28,https://m.media-amazon.com/images/I/71TtS4vh-YL._AC_UY218_.jpg,600.0
https://www.amazon.com/-/es/port%C3%A1til-precargada-videojuegos-recargable-cartuchos/dp/B09JK8M4DJ/ref=sr_1_4?dib=eyJ2IjoiMSJ9.RZuQbeS7NjWmhU-mBiPfeDY_KMonIxiaElsUPJNyiL7dJ71z5NxuvaK8ctbhpzqmbfO1achxWh8RZB0yEbFV1ebHFYbPNvo6x3C3Hp15sGBcD6qoVXcWGwDSSSDHd6kfQ1jXh_Ilw5rzn4A7487s-akl8LnsNsFDocfh3nEc-UTNQaxxhEts8C9WlgDXB0nSj0wdZmgTgGoKu_L_XkhJ9HbVDh4ubKNodm-Wczgcfig.iSV61DAq-xQOHHd79Gc5tZb91u_QZg3xpQq4o9_Z-Dw&dib_tag=se&keywords=Videojuegos&qid=1725890102&sr=8-4,"Consola de juegos portátil de 16 bits para niños y adultos, pantalla grande de 3.0 pulgadas precargada 230 HD videojuegos retro clásicos con batería recargable USB y 3 cartuchos de juego para",B09JK8M4DJ,32.99,Sin información,700+ comprados el mes pasado,4.1,1410,https://m.media-amazon.com/images/I/71YhbGSm8CL._AC_UY218_.jpg,700.0
https://www.amazon.com/-/es/Super-Smash-Bros-Ultimate-Nintendo-Interruptor/dp/B01N5OKGLH/ref=sr_1_5?dib=eyJ2IjoiMSJ9.RZuQbeS7NjWmhU-mBiPfeDY_KMonIxiaElsUPJNyiL7dJ71z5NxuvaK8ctbhpzqmbfO1achxWh8RZB0yEbFV1ebHFYbPNvo6x3C3Hp15sGBcD6qoVXcWGwDSSSDHd6kfQ1jXh_Ilw5rzn4A7487s-akl8LnsNsFDocfh3nEc-UTNQaxxhEts8C9WlgDXB0nSj0wdZmgTgGoKu_L_XkhJ9HbVDh4ubKNodm-Wczgcfig.iSV61DAq-xQOHHd79Gc5tZb91u_QZg3xpQq4o9_Z-Dw&dib_tag=se&keywords=Videojuegos&qid=1725890102&sr=8-5,Super Smash Bros. Ultimate - Nintendo Switch,B01N5OKGLH,49.7,Sin información,Calificación de la ESRB: Rating Pending,4.8,70966,https://m.media-amazon.com/images/I/81aJ-R4E6gL._AC_UY218_.jpg,
https://www.amazon.com/-/es/dayangdong-videojuegos-reproductor-recargable-electr%C3%B3nico/dp/B0D634ZPH2/ref=sr_1_6?dib=eyJ2IjoiMSJ9.RZuQbeS7NjWmhU-mBiPfeDY_KMonIxiaElsUPJNyiL7dJ71z5NxuvaK8ctbhpzqmbfO1achxWh8RZB0yEbFV1ebHFYbPNvo6x3C3Hp15sGBcD6qoVXcWGwDSSSDHd6kfQ1jXh_Ilw5rzn4A7487s-akl8LnsNsFDocfh3nEc-UTNQaxxhEts8C9WlgDXB0nSj0wdZmgTgGoKu_L_XkhJ9HbVDh4ubKNodm-Wczgcfig.iSV61DAq-xQOHHd79Gc5tZb91u_QZg3xpQq4o9_Z-Dw&dib_tag=se&keywords=Videojuegos&qid=1725890102&sr=8-6,"Consola de juegos portátil para niños, 500 videojuegos retro, pantalla LCD de 3.0 pulgadas, reproductor de juegos portátil con batería recargable, mini juguete electrónico de regalo para",B0D634ZPH2,24.99,Sin información,500+ comprados el mes pasado,4.6,76,https://m.media-amazon.com/images/I/71LDKdmhacL._AC_UY218_.jpg,500.0
https://www.amazon.com/-/es/TCDSTAR-Original-Handheld-10000games-Consoles-Linux/dp/B0BMVKB3JR/ref=sr_1_7?dib=eyJ2IjoiMSJ9.RZuQbeS7NjWmhU-mBiPfeDY_KMonIxiaElsUPJNyiL7dJ71z5NxuvaK8ctbhpzqmbfO1achxWh8RZB0yEbFV1ebHFYbPNvo6x3C3Hp15sGBcD6qoVXcWGwDSSSDHd6kfQ1jXh_Ilw5rzn4A7487s-akl8LnsNsFDocfh3nEc-UTNQaxxhEts8C9WlgDXB0nSj0wdZmgTgGoKu_L_XkhJ9HbVDh4ubKNodm-Wczgcfig.iSV61DAq-xQOHHd79Gc5tZb91u_QZg3xpQq4o9_Z-Dw&dib_tag=se&keywords=Videojuegos&qid=1725890102&sr=8-7,TCDSTAR Original factory 16GB Retro Handheld Games Player x 12 plus 10000games Portab 7 Inch e-book MP5 Video Game Consoles for PSP,B0BMVKB3JR,54.9,Sin información,100+ comprados el mes pasado,3.3,95,https://m.media-amazon.com/images/I/71iiff7w50L._AC_UY218_.jpg,100.0
https://www.amazon.com/-/es/Arcade-Atari-Pocket-Player-Pro/dp/B0BT3XY8XG/ref=sr_1_8?dib=eyJ2IjoiMSJ9.RZuQbeS7NjWmhU-mBiPfeDY_KMonIxiaElsUPJNyiL7dJ71z5NxuvaK8ctbhpzqmbfO1achxWh8RZB0yEbFV1ebHFYbPNvo6x3C3Hp15sGBcD6qoVXcWGwDSSSDHd6kfQ1jXh_Ilw5rzn4A7487s-akl8LnsNsFDocfh3nEc-UTNQaxxhEts8C9WlgDXB0nSj0wdZmgTgGoKu_L_XkhJ9HbVDh4ubKNodm-Wczgcfig.iSV61DAq-xQOHHd79Gc5tZb91u_QZg3xpQq4o9_Z-Dw&dib_tag=se&keywords=Videojuegos&qid=1725890102&sr=8-8,"My Arcade Atari Pocket Player Pro: sistema de videojuegos portátil con 100 juegos, pantalla a color de 2.75"", diseño ergonómico",B0BT3XY8XG,39.78,Sin información,200+ comprados el mes pasado,4.3,460,https://m.media-amazon.com/images/I/61hjjZ-rSOL._AC_UY218_.jpg,200.0
https://www.amazon.com/-/es/Namco-Micro-m%C3%A1quina-videojuegos-juegos-electr%C3%B3nicos/dp/B07CRTVM5F/ref=sr_1_9?dib=eyJ2IjoiMSJ9.RZuQbeS7NjWmhU-mBiPfeDY_KMonIxiaElsUPJNyiL7dJ71z5NxuvaK8ctbhpzqmbfO1achxWh8RZB0yEbFV1ebHFYbPNvo6x3C3Hp15sGBcD6qoVXcWGwDSSSDHd6kfQ1jXh_Ilw5rzn4A7487s-akl8LnsNsFDocfh3nEc-UTNQaxxhEts8C9WlgDXB0nSj0wdZmgTgGoKu_L_XkhJ9HbVDh4ubKNodm-Wczgcfig.iSV61DAq-xQOHHd79Gc5tZb91u_QZg3xpQq4o9_Z-Dw&dib_tag=se&keywords=Videojuegos&qid=1725890102&sr=8-9,Namco Micro máquina de videojuegos,B07CRTVM5F,32.94,Sin información,|,4.5,3148,https://m.media-amazon.com/images/I/71Twh-6m+nL._AC_UY218_.jpg,
https://www.amazon.com/-/es/dp/B09XBZPGR5/ref=sr_1_10?dib=eyJ2IjoiMSJ9.RZuQbeS7NjWmhU-mBiPfeDY_KMonIxiaElsUPJNyiL7dJ71z5NxuvaK8ctbhpzqmbfO1achxWh8RZB0yEbFV1ebHFYbPNvo6x3C3Hp15sGBcD6qoVXcWGwDSSSDHd6kfQ1jXh_Ilw5rzn4A7487s-akl8LnsNsFDocfh3nEc-UTNQaxxhEts8C9WlgDXB0nSj0wdZmgTgGoKu_L_XkhJ9HbVDh4ubKNodm-Wczgcfig.iSV61DAq-xQOHHd79Gc5tZb91u_QZg3xpQq4o9_Z-Dw&dib_tag=se&keywords=Videojuegos&qid=1725890102&sr=8-10,"The Ultimate History of Video Games, Volume 1: From Pong to Pokemon and Beyond . . . The Story Behind the Craze That Touched Our Lives and Changed the World",B09XBZPGR5,0.0,Sin información,|,4.6,839,https://m.media-amazon.com/images/I/713lweBVVqL._AC_UY218_.jpg,
