link_producto,producto,asin,precio,precio_original,vendidos_mes_pasado,calificación,num_de_calificaciones,imagen,vendidos_numerico
https://www.amazon.com/-/es/sspa/click?ie=UTF8&spc=MTo1NjMyNDk1NTA1NjQ5OTY3OjE3MjU4NzUwNjk6c3BfYXRmOjIwMDAyNDUwMzM0NjA5ODo6MDo6&url=%2FCamiseta-Badtz-Maru-Its-My-Birthday%2Fdp%2FB0846NTQMY%2Fref%3Dsr_1_1_ffob_sspa%3Fdib%3DeyJ2IjoiMSJ9.DC0kF3WBxu5OozqMM5zIR9w_jm5MAUTYRuhEvIWfC05LAhtxsfJsDpNauN-73MeaaRatOAAO7wQ2_n6Pinuk8JnDN_RHyHwllfWDjbY8gHsqx8LHjHkWS7IotMjJNn7ERdgLI6ufBVkRWg8UUdgAohxm3segelNsXbKuEFyMj5WSMFe4U2D5daKTckNkcGBBR1tmBVr3dceUZV_5w50zlkJYeSTUuGB9esr48pM8r8mIUxYL5XwBfRGBE1hAqxMCk2W7f-MQgIUaMncOWkPPM2iy4fno7Ap7Wtp71AEHYO4.8qM_jtSWxpCd1-ki2Yw3hCeCY5nnY_-l7MOEjf4lUcw%26dib_tag%3Dse%26keywords%3DTodos%2Blos%2Bdepartamentos%26qid%3D1725875069%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,Camiseta Badtz-Maru It's My Birthday,B0846NTQMY,,Sin información,No hay ofertas destacadas disponibles,4.8,21,https://m.media-amazon.com/images/I/61mY3j0Ks1L._AC_UL320_.jpg,
https://www.amazon.com/-/es/NYPD-licencia-oficial-Departamento-Polic%C3%ADa/dp/B008A7L4HI/ref=sr_1_2?dib=eyJ2IjoiMSJ9.DC0kF3WBxu5OozqMM5zIR9w_jm5MAUTYRuhEvIWfC05LAhtxsfJsDpNauN-73MeaaRatOAAO7wQ2_n6Pinuk8JnDN_RHyHwllfWDjbY8gHsqx8LHjHkWS7IotMjJNn7ERdgLI6ufBVkRWg8UUdgAohxm3segelNsXbKuEFyMj5WSMFe4U2D5daKTckNkcGBBR1tmBVr3dceUZV_5w50zlkJYeSTUuGB9esr48pM8r8mIUxYL5XwBfRGBE1hAqxMCk2W7f-MQgIUaMncOWkPPM2iy4fno7Ap7Wtp71AEHYO4.8qM_jtSWxpCd1-ki2Yw3hCeCY5nnY_-l7MOEjf4lUcw&dib_tag=se&keywords=Todos+los+departamentos&qid=1725875069&sr=8-2,NYPD - Taza de café con licencia oficial del Departamento de Policía de Nueva York,B008A7L4HI,11.7,Sin información,50+ comprados el mes pasado,4.7,652,https://m.media-amazon.com/images/I/71bYluVfxGL._AC_UL320_.jpg,50.0
https://www.amazon.com/-/es/ANNYISON-pantaletas-algod%C3%B3n-transpirables-Equipada/dp/B07H88TXQ8/ref=sr_1_3?dib=eyJ2IjoiMSJ9.DC0kF3WBxu5OozqMM5zIR9w_jm5MAUTYRuhEvIWfC05LAhtxsfJsDpNauN-73MeaaRatOAAO7wQ2_n6Pinuk8JnDN_RHyHwllfWDjbY8gHsqx8LHjHkWS7IotMjJNn7ERdgLI6ufBVkRWg8UUdgAohxm3segelNsXbKuEFyMj5WSMFe4U2D5daKTckNkcGBBR1tmBVr3dceUZV_5w50zlkJYeSTUuGB9esr48pM8r8mIUxYL5XwBfRGBE1hAqxMCk2W7f-MQgIUaMncOWkPPM2iy4fno7Ap7Wtp71AEHYO4.8qM_jtSWxpCd1-ki2Yw3hCeCY5nnY_-l7MOEjf4lUcw&dib_tag=se&keywords=Todos+los+departamentos&qid=1725875069&sr=8-3,"ANNYISON - pantaletas para mujer de algodón suave, cintura alta, transpirables, unicolor",B07H88TXQ8,24.99,Sin información,400+ comprados el mes pasado,4.4,16523,https://m.media-amazon.com/images/I/61xIsk08pAL._AC_UL320_.jpg,400.0
https://www.amazon.com/-/es/USDA-U-S-Department-Agriculture/dp/B0CZLYJR13/ref=sr_1_5?dib=eyJ2IjoiMSJ9.DC0kF3WBxu5OozqMM5zIR9w_jm5MAUTYRuhEvIWfC05LAhtxsfJsDpNauN-73MeaaRatOAAO7wQ2_n6Pinuk8JnDN_RHyHwllfWDjbY8gHsqx8LHjHkWS7IotMjJNn7ERdgLI6ufBVkRWg8UUdgAohxm3segelNsXbKuEFyMj5WSMFe4U2D5daKTckNkcGBBR1tmBVr3dceUZV_5w50zlkJYeSTUuGB9esr48pM8r8mIUxYL5XwBfRGBE1hAqxMCk2W7f-MQgIUaMncOWkPPM2iy4fno7Ap7Wtp71AEHYO4.8qM_jtSWxpCd1-ki2Yw3hCeCY5nnY_-l7MOEjf4lUcw&dib_tag=se&keywords=Todos+los+departamentos&qid=1725875069&sr=8-5,"Complete Guide to Home Canning: [All 7 Guides in 1 Book] Canning Instruction Book with the Principles and 150 Homemade Easy Canning Recipes, Fruits - ... Foods and Pickles - Jams and Jellies.",B0CZLYJR13,10.55,Sin información,Sin información,3.7,8,https://m.media-amazon.com/images/I/61v2Y-i0wHL._AC_UL320_.jpg,
https://www.amazon.com/-/es/Department-Dickens-Village-London-accesorio/dp/B000THIZPQ/ref=sr_1_6?dib=eyJ2IjoiMSJ9.DC0kF3WBxu5OozqMM5zIR9w_jm5MAUTYRuhEvIWfC05LAhtxsfJsDpNauN-73MeaaRatOAAO7wQ2_n6Pinuk8JnDN_RHyHwllfWDjbY8gHsqx8LHjHkWS7IotMjJNn7ERdgLI6ufBVkRWg8UUdgAohxm3segelNsXbKuEFyMj5WSMFe4U2D5daKTckNkcGBBR1tmBVr3dceUZV_5w50zlkJYeSTUuGB9esr48pM8r8mIUxYL5XwBfRGBE1hAqxMCk2W7f-MQgIUaMncOWkPPM2iy4fno7Ap7Wtp71AEHYO4.8qM_jtSWxpCd1-ki2Yw3hCeCY5nnY_-l7MOEjf4lUcw&dib_tag=se&keywords=Todos+los+departamentos&qid=1725875069&sr=8-6,"Department 56 Dickens' Village London - Figura de accesorio para periódico (juego de 2), 3.2 pulgadas",B000THIZPQ,43.99,Sin información,Más opciones de compra,4.8,356,https://m.media-amazon.com/images/I/81Up-T9uXoL._AC_UL320_.jpg,
https://www.amazon.com/-/es/Departamento-Emergencias-Halloween-Enfermera-Camisetas/dp/B0D8PVRVJW/ref=sr_1_7?dib=eyJ2IjoiMSJ9.DC0kF3WBxu5OozqMM5zIR9w_jm5MAUTYRuhEvIWfC05LAhtxsfJsDpNauN-73MeaaRatOAAO7wQ2_n6Pinuk8JnDN_RHyHwllfWDjbY8gHsqx8LHjHkWS7IotMjJNn7ERdgLI6ufBVkRWg8UUdgAohxm3segelNsXbKuEFyMj5WSMFe4U2D5daKTckNkcGBBR1tmBVr3dceUZV_5w50zlkJYeSTUuGB9esr48pM8r8mIUxYL5XwBfRGBE1hAqxMCk2W7f-MQgIUaMncOWkPPM2iy4fno7Ap7Wtp71AEHYO4.8qM_jtSWxpCd1-ki2Yw3hCeCY5nnY_-l7MOEjf4lUcw&dib_tag=se&keywords=Todos+los+departamentos&qid=1725875069&sr=8-7,Departamento de Emergencias Camisa de Halloween Mujer Halloween Er Enfermera Camisas Enfermera Regalos Camisa Casual Manga Corta Camisetas Tops,B0D8PVRVJW,19.99,Sin información,Sin información,4.6,4,https://m.media-amazon.com/images/I/513IE3AZopL._AC_UL320_.jpg,
https://www.amazon.com/-/es/Taylor-Swift/dp/8350126175/ref=sr_1_8?dib=eyJ2IjoiMSJ9.DC0kF3WBxu5OozqMM5zIR9w_jm5MAUTYRuhEvIWfC05LAhtxsfJsDpNauN-73MeaaRatOAAO7wQ2_n6Pinuk8JnDN_RHyHwllfWDjbY8gHsqx8LHjHkWS7IotMjJNn7ERdgLI6ufBVkRWg8UUdgAohxm3segelNsXbKuEFyMj5WSMFe4U2D5daKTckNkcGBBR1tmBVr3dceUZV_5w50zlkJYeSTUuGB9esr48pM8r8mIUxYL5XwBfRGBE1hAqxMCk2W7f-MQgIUaMncOWkPPM2iy4fno7Ap7Wtp71AEHYO4.8qM_jtSWxpCd1-ki2Yw3hCeCY5nnY_-l7MOEjf4lUcw&dib_tag=se&keywords=Todos+los+departamentos&qid=1725875069&sr=8-8,Taylor Swift - The Tortured Poets Department: The Anthology - Piano/Vocal/Guitar Songbook,8350126175,35.99,Sin información,PVPR:,4.8,48,https://m.media-amazon.com/images/I/71XUokA9etL._AC_UL320_.jpg,
https://www.amazon.com/-/es/b%C3%A9isbol-Insignia-Departamento-Bomberos-marino/dp/B006C605L0/ref=sr_1_9?dib=eyJ2IjoiMSJ9.DC0kF3WBxu5OozqMM5zIR9w_jm5MAUTYRuhEvIWfC05LAhtxsfJsDpNauN-73MeaaRatOAAO7wQ2_n6Pinuk8JnDN_RHyHwllfWDjbY8gHsqx8LHjHkWS7IotMjJNn7ERdgLI6ufBVkRWg8UUdgAohxm3segelNsXbKuEFyMj5WSMFe4U2D5daKTckNkcGBBR1tmBVr3dceUZV_5w50zlkJYeSTUuGB9esr48pM8r8mIUxYL5XwBfRGBE1hAqxMCk2W7f-MQgIUaMncOWkPPM2iy4fno7Ap7Wtp71AEHYO4.8qM_jtSWxpCd1-ki2Yw3hCeCY5nnY_-l7MOEjf4lUcw&dib_tag=se&keywords=Todos+los+departamentos&qid=1725875069&sr=8-9,"FDNY Gorra de béisbol Insignia Departamento de Bomberos de la Ciudad de Nueva York Azul marino y oro O. Azul, Azul, azul marino.",B006C605L0,18.93,Sin información,50+ comprados el mes pasado,4.7,436,https://m.media-amazon.com/images/I/81BBJIB5dWL._AC_UL320_.jpg,50.0
https://www.amazon.com/-/es/Taylor-Swift/dp/8350126183/ref=sr_1_10?dib=eyJ2IjoiMSJ9.DC0kF3WBxu5OozqMM5zIR9w_jm5MAUTYRuhEvIWfC05LAhtxsfJsDpNauN-73MeaaRatOAAO7wQ2_n6Pinuk8JnDN_RHyHwllfWDjbY8gHsqx8LHjHkWS7IotMjJNn7ERdgLI6ufBVkRWg8UUdgAohxm3segelNsXbKuEFyMj5WSMFe4U2D5daKTckNkcGBBR1tmBVr3dceUZV_5w50zlkJYeSTUuGB9esr48pM8r8mIUxYL5XwBfRGBE1hAqxMCk2W7f-MQgIUaMncOWkPPM2iy4fno7Ap7Wtp71AEHYO4.8qM_jtSWxpCd1-ki2Yw3hCeCY5nnY_-l7MOEjf4lUcw&dib_tag=se&keywords=Todos+los+departamentos&qid=1725875069&sr=8-10,Taylor Swift - The Tortured Poets Department: The Anthology - Easy Piano Edition,8350126183,26.8,Sin información,PVPR:,5.0,4,https://m.media-amazon.com/images/I/71A84piqDpL._AC_UL320_.jpg,
https://www.amazon.com/-/es/sspa/click?ie=UTF8&spc=MTo1NjMyNDk1NTA1NjQ5OTY3OjE3MjU4NzUwNjk6c3BfbXRmOjMwMDEwMjU3MzI2NjcwMjo6MDo6&url=%2FCostura-basura-Blanche-Camiseta-Zamboni%2Fdp%2FB0B9ZSY7MY%2Fref%3Dsr_1_11_ffob_sspa%3Fdib%3DeyJ2IjoiMSJ9.DC0kF3WBxu5OozqMM5zIR9w_jm5MAUTYRuhEvIWfC05LAhtxsfJsDpNauN-73MeaaRatOAAO7wQ2_n6Pinuk8JnDN_RHyHwllfWDjbY8gHsqx8LHjHkWS7IotMjJNn7ERdgLI6ufBVkRWg8UUdgAohxm3segelNsXbKuEFyMj5WSMFe4U2D5daKTckNkcGBBR1tmBVr3dceUZV_5w50zlkJYeSTUuGB9esr48pM8r8mIUxYL5XwBfRGBE1hAqxMCk2W7f-MQgIUaMncOWkPPM2iy4fno7Ap7Wtp71AEHYO4.8qM_jtSWxpCd1-ki2Yw3hCeCY5nnY_-l7MOEjf4lUcw%26dib_tag%3Dse%26keywords%3DTodos%2Blos%2Bdepartamentos%26qid%3D1725875069%26sr%3D8-11-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"Costura de basura - Maison Blanche - Camiseta Yannik Zamboni Premium, Blanco, S",B0B9ZSY7MY,,Sin información,No hay ofertas destacadas disponibles,4.2,4,https://m.media-amazon.com/images/I/51882cEBQdL._AC_UL320_.jpg,
